INSERT INTO `item_template` (`id`, `TYPE`, `gender`, `NAME`, `description`, `icon_id`, `part`, `is_up_to_up`, `power_require`, `gold`, `gem`, `head`, `body`, `leg`, `ruby`) VALUES
(588, 5, 3, 'Cải trang', 'Cải trang thành Đracula (Sự kiện Halloween)', 3496, -1, 0, 1500000, 0, 0, 353, 354, 355, 0),
(589, 27, 3, 'Bông hoa', 'Vật phẩm sự kiện, biến mất vào ngày 22/11', 5206, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(590, 27, 3, 'Bí kiếp', 'Dùng để dịch chuyển tức thời', 5207, -1, 1, 1500000, 0, 0, -1, -1, -1, 0),
(591, 5, 3, 'Cải trang Siêu Thần', 'Cải trang thành Siêu Thần Xayda Tóc Xanh', 5087, -1, 0, 0, 0, 0, 542, 523, 524, 0),
(592, 5, 0, 'Cải trang Yardrat', 'Võ phục của người Yardrat', 5211, -1, 0, 1500000, 0, 0, 0, 523, 524, 0),
(593, 5, 1, 'Cải trang Yardrat', 'Võ phục của người Yardrat', 5211, -1, 0, 1500000, 0, 0, 112, 523, 524, 0),
(594, 5, 2, 'Cải trang Yardrat', 'Võ phục của người Yardrat', 5211, -1, 0, 1500000, 0, 0, 103, 523, 524, 0),
(595, 6, 3, 'Đậu thần cấp 10', 'Thức ăn phục hồi HP và KI', 241, -1, 1, 1, 0, 0, -1, -1, -1, 0),
(596, 27, 3, 'Gói 30 đậu thần cấp 8', 'Gói 30 đậu thần cấp 8', 241, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(597, 27, 3, 'Gói 30 đậu thần cấp 9', 'Gói 30 đậu thần cấp 9', 241, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(598, 5, 0, 'Avatar', 'Vật phẩm sự kiện, biến mất vào ngày 11/2', 5235, 561, 0, 0, 0, 0, 561, -1, -1, 0),
(599, 5, 1, 'Avatar', 'Vật phẩm sự kiện, biến mất vào ngày 11/2', 5233, 560, 0, 0, 0, 0, 560, -1, -1, 0),
(600, 5, 2, 'Avatar', 'Vật phẩm sự kiện, biến mất vào ngày 11/2', 5237, 562, 0, 0, 0, 0, 562, -1, -1, 0),
(601, 5, 3, 'Cải trang Hợp Thể', 'Cải trang khi hợp thể', 5273, -1, 0, 150000000, 0, 3000, 566, 567, 568, 0),
(602, 5, 3, 'Cải trang Hợp Thể', 'Cải trang khi hợp thể', 5306, -1, 0, 150000000, 0, 3000, 570, 571, 572, 0),
(603, 5, 3, 'Cải trang Hợp Thể', 'Cải trang khi hợp thể', 5242, -1, 0, 150000000, 0, 3000, 563, 564, 565, 0),
(604, 5, 0, 'Cải trang VIP', 'Cải trang VIP', 5304, -1, 0, 150000000, 0, 10000, 569, 472, 473, 0),
(605, 5, 1, 'Cải trang VIP', 'Cải trang VIP', 5075, -1, 0, 150000000, 0, 10000, 536, 476, 477, 0),
(606, 5, 2, 'Cải trang VIP', 'Cải trang VIP', 5079, -1, 0, 150000000, 0, 10000, 538, 474, 475, 0),
(607, 5, 0, 'Cải trang Chan Xư', 'Cải trang thành Chan Xư', 3682, -1, 0, 150000000, 0, 1000, 371, 372, 373, 0),
(608, 5, 1, 'Cải trang Lão Cận', 'Cải trang thành Lão Cận', 3964, -1, 0, 150000000, 0, 1000, 397, 398, 399, 0),
(609, 5, 2, 'Cải trang Xayda', 'Cải trang thành Xayda', 4938, -1, 0, 150000000, 0, 1000, 517, 518, 519, 0),
(610, 27, 3, 'Bông hoa', 'Vật phẩm sự kiện', 5206, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(611, 17, 3, 'Bản đồ kho báu', 'Gặp Quy Lão tại đảo kamê để sử dụng', 5428, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(612, 5, 3, 'Cải trang Arale', 'Cải trang Dr. Slum', 5344, -1, 0, 150000000, 2000000000, 0, 573, 574, 575, 0),
(613, 5, 3, 'Cải trang Gatchan', 'Cải trang Dr. Slum', 5403, -1, 0, 150000000, 2000000000, 0, 579, 580, 581, 0),
(614, 5, 3, 'Cải trang Obotchaman', 'Cải trang Dr. Slum', 5372, -1, 0, 150000000, 2000000000, 0, 576, 577, 578, 0),
(615, 5, 3, 'Cải trang', 'Cải trang thành Số 1', 1964, -1, 0, 0, 0, 300, 177, 178, 179, 0),
(616, 5, 3, 'Cải trang', 'Cải trang thành Số 4', 1871, -1, 0, 0, 0, 300, 168, 169, 170, 0),
(617, 5, 3, 'Cải trang', 'Cải trang thành Tiểu Đội Trưởng Ginyu', 1995, -1, 0, 0, 0, 400, 180, 181, 182, 0),
(618, 5, 3, 'Cải trang Luffy', 'Cải trang Hải Tặc Tí Hon', 5432, -1, 0, 0, 0, 0, 582, 583, 584, 0),
(619, 5, 3, 'Cải trang Zoro', 'Cải trang Hải Tặc Tí Hon', 5465, -1, 0, 0, 0, 0, 585, 586, 587, 0),
(620, 5, 3, 'Cải trang Sanji', 'Cải trang Hải Tặc Tí Hon', 5495, -1, 0, 0, 0, 0, 588, 589, 590, 0),
(621, 5, 3, 'Cải trang Brook', 'Cải trang Hải Tặc Tí Hon', 5526, -1, 0, 0, 0, 0, 591, 592, 593, 0),
(622, 5, 3, 'Cải trang Chopper', 'Cải trang Hải Tặc Tí Hon', 5680, -1, 0, 0, 0, 0, 606, 607, 608, 0),
(623, 5, 3, 'Cải trang Nami', 'Cải trang Hải Tặc Tí Hon', 5617, -1, 0, 0, 0, 0, 600, 601, 602, 0),
(624, 5, 3, 'Cải trang Franky', 'Cải trang Hải Tặc Tí Hon', 5556, -1, 0, 0, 0, 0, 594, 595, 596, 0),
(625, 5, 3, 'Cải trang Usopp', 'Cải trang Hải Tặc Tí Hon', 5587, -1, 0, 0, 0, 0, 597, 598, 599, 0),
(626, 5, 3, 'Cải trang Robin', 'Cải trang Hải Tặc Tí Hon', 5649, -1, 0, 0, 0, 0, 603, 604, 605, 0),
(627, 27, 3, 'Capsule quà tặng', 'Giấu bên trong nhiều vật phẩm quý giá', 2759, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(628, 5, 3, 'Cải trang Hải Tặc', 'Cải trang Hải Tặc Tí Hon', 5721, -1, 0, 0, 0, 0, -1, -1, -1, 0),
(629, 5, 3, 'Cải trang Fide vàng', 'Cải trang Fide Vàng', 4812, 5722, 0, 0, 0, 0, 502, 503, 504, 0),
(630, 5, 3, 'Cải trang Frost 1', 'Cải trang Frost', 4719, -1, 0, 1500000000, 0, 1100, 493, 494, 495, 0),
(631, 5, 3, 'Cải trang Frost 2', 'Cải trang Frost', 4750, -1, 0, 1500000000, 0, 1200, 496, 497, 498, 0),
(632, 5, 3, 'Cải trang Frost 3', 'Cải trang Frost', 4781, -1, 0, 1500000000, 0, 1300, 499, 500, 501, 0),
(633, 5, 3, 'Cải trang Píc', 'Cải trang thành Android sát thủ', 1348, -1, 0, 150000000, 0, 1700, 237, 238, 239, 0),
(634, 5, 3, 'Cải trang King kong', 'Cải trang thành Android sát thủ', 2498, -1, 0, 150000000, 0, 1800, 243, 244, 245, 0),
(635, 5, 3, 'Cải trang Pi láp', 'Cải trang nhóm Pi láp', 5827, -1, 0, 0, 0, 0, 612, 613, 614, 0),
(636, 5, 3, 'Cải trang Mai', 'Cải trang nhóm Pi láp', 5758, -1, 0, 0, 0, 0, 615, 616, 617, 0),
(637, 5, 3, 'Cải trang Su', 'Cải trang nhóm Pi láp', 5789, -1, 0, 0, 0, 0, 618, 619, 620, 0),
(638, 27, 3, 'Bình chứa Commeson', 'Vũ khí của người Potaufeu (Giảm 90% sát thương từ quái)', 5829, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(639, 5, 2, 'Cải trang Hợp Thể', 'Cải trang khi hợp thể', 5834, -1, 0, 150000000, 0, 300, 627, 628, 629, 0),
(640, 5, 0, 'Cải trang Hợp Thể', 'Cải trang khi hợp thể', 5865, -1, 0, 150000000, 0, 300, 630, 631, 632, 0),
(641, 5, 1, 'Cải trang Hợp Thể', 'Cải trang khi hợp thể', 5898, -1, 0, 150000000, 0, 300, 633, 634, 635, 0),
(642, 5, 3, 'Cải trang ma trơi', 'Vật phẩm sự kiện', 6091, -1, 0, 0, 0, 0, 651, 652, 653, 0),
(643, 5, 3, 'Cải trang dơi nhí', 'Vật phẩm sự kiện', 6094, -1, 0, 0, 0, 0, 654, 655, 656, 0),
(644, 5, 0, 'Cải trang bộ xương', 'Vật phẩm sự kiện', 5101, -1, 0, 0, 0, 0, 545, 548, 549, 0),
(645, 5, 1, 'Cải trang bộ xương', 'Vật phẩm sự kiện', 5105, -1, 0, 0, 0, 0, 547, 548, 549, 0),
(646, 5, 2, 'Cải trang bộ xương', 'Vật phẩm sự kiện', 5103, -1, 0, 0, 0, 0, 546, 548, 549, 0),
(647, 5, 3, 'Cải trang Saibamen', 'Cải trang Saibamen', 5995, -1, 0, 0, 0, 3500, 642, 643, 644, 0),
(648, 27, 3, 'Hộp quà giáng sinh', 'Vật phẩm sự kiện', 6123, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(649, 27, 3, 'Tất,vớ giáng sinh', 'Vật phẩm sự kiện', 6122, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(650, 0, 0, 'Áo Hủy Diệt', 'Giúp giảm sát thương', 6315, 674, 0, 0, 0, 0, -1, -1, -1, 0),
(651, 1, 0, 'Quần Hủy Diệt', 'Giúp bạn tăng HP', 6316, 675, 0, 0, 0, 0, -1, -1, -1, 0),
(652, 0, 1, 'Áo Hủy Diệt', 'Giúp giảm sát thương', 6320, 676, 0, 0, 0, 0, -1, -1, -1, 0),
(653, 1, 1, 'Quần Hủy Diệt', 'Giúp bạn tăng HP', 6321, 677, 0, 0, 0, 0, -1, -1, -1, 0),
(654, 0, 2, 'Áo Hủy Diệt', 'Giúp giảm sát thương', 6310, 672, 0, 0, 0, 0, -1, -1, -1, 0),
(655, 1, 2, 'Quần Hủy Diệt', 'Giúp bạn tăng HP', 6311, 673, 0, 0, 0, 0, -1, -1, -1, 0),
(656, 4, 3, 'Nhẫn Hủy Diệt', 'Giúp tăng Chí Mạng', 6323, -1, 0, 0, 0, 0, -1, -1, -1, 0),
(657, 2, 0, 'Găng Hủy Diệt', 'Giúp bạn tăng sức đánh', 6318, -1, 0, 0, 0, 0, -1, -1, -1, 0),
(658, 3, 0, 'Giầy Hủy Diệt', 'Giúp bạn tăng MP', 6317, -1, 0, 0, 0, 0, -1, -1, -1, 0),
(659, 2, 1, 'Găng Hủy Diệt', 'Giúp bạn tăng sức đánh', 6318, -1, 0, 0, 0, 0, -1, -1, -1, 0),
(660, 3, 1, 'Giầy Hủy Diệt', 'Giúp bạn tăng MP', 6322, -1, 0, 0, 0, 0, -1, -1, -1, 0),
(661, 2, 2, 'Găng Hủy Diệt', 'Giúp bạn tăng sức đánh', 6318, -1, 0, 0, 0, 0, -1, -1, -1, 0),
(662, 3, 2, 'Giầy Hủy Diệt', 'Giúp bạn tăng MP', 6312, -1, 0, 0, 0, 0, -1, -1, -1, 0),
(663, 29, 3, 'Bánh Pudding', 'Thu thập đủ 99 đến gặp Bill tại hành tinh Kaio, hoặc ăn để tăng sức đánh cho sư phụ và đệ tử 10% trong vòng tối đa 10 phút.', 6324, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(664, 29, 3, 'Xúc xích', 'Thu thập đủ 99 đến gặp Bill tại hành tinh Kaio, hoặc ăn để tăng sức đánh cho sư phụ và đệ tử 10% trong vòng tối đa 10 phút.', 6325, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(665, 29, 3, 'Kem dâu', 'Thu thập đủ 99 đến gặp Bill tại hành tinh Kaio, hoặc ăn để tăng sức đánh cho sư phụ và đệ tử 10% trong vòng tối đa 10 phút.', 6326, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(666, 29, 3, 'Mì ly', 'Thu thập đủ 99 đến gặp Bill tại hành tinh Kaio, hoặc ăn để tăng sức đánh cho sư phụ và đệ tử 10% trong vòng tối đa 10 phút.', 6327, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(667, 29, 3, 'Sushi', 'Thu thập đủ 99 đến gặp Bill tại hành tinh Kaio, hoặc ăn để tăng sức đánh cho sư phụ và đệ tử 10% trong vòng tối đa 10 phút.', 6328, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(668, 27, 3, 'Hộp quà Tết 2019', 'Vật phẩm sự kiện', 2987, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(669, 29, 3, 'Dưa Hấu', ' ', 1040, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(670, 29, 3, 'Cà rốt', '', 4083, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(671, 13, 3, 'Bùa Trí Tuệ x3', 'Tiềm năng và sức mạnh của bạn sẽ nhận được gấp ba trong 1 khoảng thời gian, kể từ lúc mua', 1406, -1, 1, 0, 0, 1500, -1, -1, -1, 0),
(672, 13, 3, 'Bùa Trí Tuệ x4', 'Tiềm năng và sức mạnh của bạn sẽ nhận được gấp bốn trong 1 khoảng thời gian, kể từ lúc mua', 1407, -1, 1, 0, 0, 4500, -1, -1, -1, 0),
(673, 5, 3, 'Cái nịt', 'Dùng để làm người chơi cay', 415, -1, 0, 0, 0, 0, -1, -1, -1, 0),
(674, 17, 3, 'Đá ngũ sắc', 'Loại đá quý hiếm nhất trong thế giới Ngọc Rồng. Dùng để đục lỗ để gắn Sao Pha Lê cho mọi loại trang bị kể cả cải trang. Dùng để mua những cải trang cực hiếm. Có thể nhặt được khi đánh quái, với tỉ lệ rất thấp. Hãy gặp Thần Hủy Diệt để sử dụng loại đá này.', 6467, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(675, 5, 3, 'Cải trang', 'Cải trang thành Sarahs Mother', 6473, -1, 0, 0, 0, 0, 696, 697, 698, 0),
(676, 5, 3, 'Cải trang', 'Cải trang thành Sarah', 6369, -1, 0, 0, 0, 0, 684, 685, 686, 0),
(677, 5, 3, 'Cải trang', 'Cải trang thành Pan', 6470, -1, 0, 0, 0, 0, 693, 694, 695, 0),
(678, 5, 3, 'Cải trang', 'Cải trang thành Android 21', 6400, -1, 0, 0, 0, 0, 687, 688, 689, 0),
(679, 5, 3, 'Cải trang', 'Cải trang thành Muscular Lady', 6338, -1, 0, 0, 0, 0, 681, 682, 683, 0),
(680, 5, 3, 'Cải trang', 'Cải trang thành Caulifla', 6431, -1, 0, 0, 0, 0, 690, 691, 692, 0),
(681, 5, 3, 'Cải trang', 'Cải trang thành Nàng Tiên Cá', 6329, -1, 0, 0, 0, 0, 678, 679, 680, 0),
(682, 5, 1, 'Avatar', 'Dùng để thay đổi khuôn mặt', 1350, 112, 0, 0, 0, 0, 112, -1, -1, 0),
(683, 5, 1, 'Avatar', 'Dùng để thay đổi khuôn mặt', 1352, 111, 0, 0, 0, 0, 111, -1, -1, 0),
(684, 5, 1, 'Avatar', 'Dùng để thay đổi khuôn mặt', 1354, 113, 0, 0, 0, 0, 113, -1, -1, 0),
(685, 5, 2, 'Avatar', 'Dùng để thay đổi khuôn mặt', 1330, 101, 0, 0, 0, 0, 101, -1, -1, 0),
(686, 5, 2, 'Avatar', 'Dùng để thay đổi khuôn mặt', 1334, 103, 0, 0, 0, 0, 103, -1, -1, 0),
(687, 5, 2, 'Avatar', 'Dùng để thay đổi khuôn mặt', 1344, 107, 0, 0, 0, 0, 107, -1, -1, 0),
(688, 5, 0, 'Avatar', 'Dùng để thay đổi khuôn mặt', 1342, 106, 0, 0, 0, 0, 106, -1, -1, 0),
(689, 5, 0, 'Avatar', 'Dùng để thay đổi khuôn mặt', 1346, 108, 0, 0, 0, 0, 108, -1, -1, 0),
(690, 5, 0, 'Avatar', 'Dùng để thay đổi khuôn mặt', 1348, 110, 0, 0, 0, 0, 110, -1, -1, 0),
(691, 1, 0, 'Quần đi biển', 'Vật phẩm sự kiện', 6569, 700, 0, 0, 0, 0, -1, -1, -1, 0),
(692, 1, 1, 'Quần đi biển', 'Vật phẩm sự kiện', 6569, 702, 0, 0, 0, 0, -1, -1, -1, 0),
(693, 1, 2, 'Quần đi biển', 'Vật phẩm sự kiện', 6569, 700, 0, 0, 0, 0, -1, -1, -1, 0),
(694, 29, 3, 'Trái dừa', 'Vật phẩm sự kiện', 6574, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(695, 27, 3, 'Vỏ ốc', 'Vật phẩm sự kiện', 6570, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(696, 27, 3, 'Vỏ sò', 'Vật phẩm sự kiện', 6573, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(697, 27, 3, 'Con cua', 'Vật phẩm sự kiện', 6571, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(698, 27, 3, 'Sao biển', 'Vật phẩm sự kiện', 6572, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(699, 27, 3, 'HP +400K', ' ', 2755, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(700, 27, 3, 'Sức đánh +20K', ' ', 2754, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(701, 27, 3, 'KI +400K', ' ', 2756, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(702, 12, 3, 'Bí ngô 1 sao', 'Thu thập để ước Rồng Xương', 6579, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(703, 12, 3, 'Bí ngô 2 sao', 'Thu thập để ước Rồng Xương', 6580, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(704, 12, 3, 'Bí ngô 3 sao', 'Thu thập để ước Rồng Xương', 6581, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(705, 12, 3, 'Bí ngô 4 sao', 'Thu thập để ước Rồng Xương', 6582, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(706, 12, 3, 'Bí ngô 5 sao', 'Thu thập để ước Rồng Xương', 6583, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(707, 12, 3, 'Bí ngô 6 sao', 'Thu thập để ước Rồng Xương', 6584, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(708, 12, 3, 'Bí ngô 7 sao', 'Thu thập để ước Rồng Xương', 6585, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(709, 27, 3, 'Bông hoa', 'Vật phẩm sự kiện', 5206, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(710, 5, 3, 'Cải trang', 'Cải trang thành Quy lão Kamê', 5175, -1, 0, 0, 0, 0, 554, 555, 556, 0),
(711, 5, 3, 'Cải trang', 'Cải trang thành Jacky Chun', 3527, -1, 0, 0, 0, 0, 356, 357, 358, 0),
(712, 27, 3, 'Truy', 'Vật phẩm sự kiện', 1409, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(713, 27, 3, 'Bắt', 'Vật phẩm sự kiện', 1407, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(714, 27, 3, 'Đại', 'Vật phẩm sự kiện', 1406, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(715, 27, 3, 'Vương', 'Vật phẩm sự kiện', 1405, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(716, 27, 3, 'Urôn', 'Vật phẩm sự kiện', 1404, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(717, 27, 3, 'Bao Lì Xì', 'Vật phẩm sự kiện', 6764, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(718, 27, 3, 'Vé tặng ngọc', 'Dùng để tặng ngọc của mình cho người khác, 1 vé tương ứng số lượng là 10 ngọc', 6765, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(719, 5, 3, 'Cải trang', 'Cải trang thành Urôn', 6734, -1, 0, 0, 0, 0, 724, 725, 726, 0),
(720, 27, 3, 'Mảnh cải trang', 'Thu thập để đổi cải trang thành Urôn', 6777, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(721, 27, 3, 'Phiếu giảm giá VIP', 'Vật phẩm sự kiện', 4030, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(722, 27, 3, 'Bê Đê', 'Nhận đc pet Pic từ đại ca soome nhé các em', 6782, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(723, 27, 3, 'Bông hồng', 'Vật phẩm sự kiện', 5206, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(724, 5, 3, 'Cải trang', 'Cải trang thành Chi Chi', 6783, -1, 0, 0, 0, 5000, 736, 737, 738, 0),
(725, 27, 3, 'Siêu thần thủy', 'Vật phẩm nhiệm vụ', 6848, -1, 1, 1000000, 0, 0, -1, -1, -1, 0),
(726, 27, 3, 'Mảnh giấy có chữ \'MA\'', 'Vật phẩm nhiệm vụ', 6847, -1, 1, 1000000, 0, 0, -1, -1, -1, 0),
(727, 27, 3, 'Siêu thần thủy', 'Sử dụng sẽ có cơ hội tăng 1 triệu Sức Mạnh và Tiềm Năng vĩnh viễn.', 6849, -1, 1, 100000000, 0, 0, -1, -1, -1, 0),
(728, 27, 3, 'Siêu thần thủy', 'Sử dụng sẽ có cơ hội tăng 5 triệu Sức Mạnh và Tiềm Năng vĩnh viễn.', 6850, -1, 1, 1000000000, 0, 0, -1, -1, -1, 0),
(729, 5, 3, 'Cải trang Hatchiyack', 'Cải trang thành Hatchiyack', 5963, -1, 0, 0, 0, 0, 639, 640, 641, 0),
(730, 5, 3, 'Cải trang Sói Basil', '3 Con sói đi chung +10% tấn công cho Đệ tử ', 6914, -1, 0, 0, 0, 0, 745, 746, 747, 0),
(731, 5, 3, 'Cải trang Sói Lavender', '3 Con sói đi chung +10% tấn công cho Đệ tử ', 6917, -1, 0, 0, 0, 0, 748, 749, 750, 0),
(732, 5, 3, 'Cải trang Sói Bergamo', '3 Con sói đi chung +10% tấn công cho Đệ tử ', 6949, -1, 0, 0, 0, 0, 751, 752, 753, 0),
(733, 23, 3, 'Cân đẩu vân ngũ sắc', 'Bay không tốn KI', 6980, 1, 0, 0, 0, 0, -1, -1, -1, 0),
(734, 23, 3, 'Ngọc Thố', 'Bay không tốn KI', 6981, 2, 0, 0, 0, 0, -1, -1, -1, 0),
(735, 23, 3, 'Lồng đèn cá chép', 'DIE', 6982, 3, 0, 0, 0, 0, -1, -1, -1, 0),
(736, 27, 3, 'Hộp quà 20/11', 'Vật phẩm sự kiện', 6983, -1, 1, 0, 200000000, 0, -1, -1, -1, 0),
(737, 27, 3, 'Capsule Trung Thu', 'Vật phẩm sự kiện', 6984, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(738, 5, 3, 'Karin Kid', 'CT', 6852, -1, 0, 0, 0, 0, 1198, 1199, 1200, 0),
(739, 5, 3, 'Cải trang Bill Bí Ngô', 'Cải trang thành Bill Bí Ngô', 6985, -1, 0, 0, 0, 0, 754, 755, 756, 0),
(740, 11, 3, 'Lưỡi hái Thần Chết', 'VP DL', 7019, 37, 0, 0, 0, 0, -1, -1, -1, 0),
(741, 11, 3, 'Cánh dơi Dracula', 'VP DL', 7022, 38, 0, 0, 0, 0, -1, -1, -1, 0),
(742, 5, 3, 'Cải trang Caufila Dơi', 'Cải trang thành Caufila Dơi', 7023, -1, 0, 0, 0, 0, 757, 758, 759, 0),
(743, 23, 3, 'Chổi bay Phù Thủy', 'Bay không tốn KI', 7056, 4, 0, 0, 0, 0, -1, -1, -1, 0),
(744, 23, 3, 'Cột nhà', 'Bay không tốn KI', 7063, 5, 0, 0, 0, 0, -1, -1, -1, 0),
(745, 11, 3, 'Bông tuyết', 'Tạo khí lạnh gây ảnh hưởng xung quanh', 7066, 39, 0, 0, 0, 0, -1, -1, -1, 0),
(746, 23, 3, 'Xe tuần lộc', 'Bay không tốn KI', 7067, 6, 0, 0, 0, 0, -1, -1, -1, 0),
(747, 28, 3, 'Cờ xanh dương', 'Bật để PK đồ sát các màu cờ khác', 2325, -1, 0, 0, 0, 0, -1, -1, -1, 0),
(748, 27, 3, 'Thịt heo', 'Vật phẩm sự kiện', 7068, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(749, 27, 3, 'Thúng nếp', 'Vật phẩm sự kiện', 7069, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(750, 27, 3, 'Thúng đậu xanh', 'Vật phẩm sự kiện', 7070, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(751, 27, 3, 'Lá dong', 'Vật phẩm sự kiện', 7071, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(752, 31, 3, 'Bánh tét', 'Vật phẩm sự kiện, tác dụng trong 60 phút', 7079, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(753, 31, 3, 'Bánh chưng', 'Vật phẩm sự kiện, tác dụng trong 60 phút', 7080, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(754, 5, 0, 'Nón Chuột may mắn', 'Vật phẩm sự kiện', 7085, 769, 0, 0, 0, 0, 769, -1, -1, 0),
(755, 5, 1, 'Nón Chuột may mắn', 'Vật phẩm sự kiện', 7091, 771, 0, 0, 0, 0, 771, -1, -1, 0),
(756, 5, 2, 'Nón Chuột may mắn', 'Vật phẩm sự kiện', 7088, 770, 0, 0, 0, 0, 770, -1, -1, 0),
(757, 27, 3, 'Túi Canh Tý 2020', 'Mở ra sẽ nhận 1 chuột phát tài', 7097, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(758, 27, 3, 'Capsule Tết 2022', 'Giấu bên trong nhiều vật phẩm quý giá', 5004, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(759, 27, 3, 'Nâng cấp kỹ năng 4 đệ tử', 'Nâng chiêu 4 của đệ tử lên 1 cấp', 7101, -1, 1, 0, 0, 500, -1, -1, -1, 0),
(760, 5, 3, 'Cải trang VIP', 'Cải trang Thủy Thủ Mặt Trăng', 7102, -1, 0, 0, 0, 0, 772, 773, 774, 0),
(761, 5, 0, 'Avatar đeo khẩu trang', 'Dùng để thay đổi khuôn mặt', 7134, 775, 0, 0, 0, 0, 775, -1, -1, 0),
(762, 5, 1, 'Avatar đeo khẩu trang', 'Dùng để thay đổi khuôn mặt', 7140, 777, 0, 0, 0, 0, 777, -1, -1, 0),
(763, 5, 2, 'Avatar đeo khẩu trang', 'Dùng để thay đổi khuôn mặt', 7137, 776, 0, 0, 0, 0, 776, -1, -1, 0),
(764, 29, 3, 'Khẩu trang', 'Vật phẩm sự kiện', 7149, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(765, 5, 3, 'Cải trang Gohan Bư', 'Cải trang thành Gohan Bư', 4261, -1, 0, 0, 0, 0, 427, 428, 429, 0),
(766, 11, 3, 'Cờ xám', 'Vật phẩm bang hội', 1027, 0, 0, 1500000, 0, 0, -1, -1, -1, 0),
(767, 11, 3, 'Cờ đen', 'Vật phẩm bang hội', 1026, 1, 0, 0, 0, 0, -1, -1, -1, 0),
(768, 11, 3, 'Cờ xanh lá', 'Vật phẩm bang hội', 1033, 2, 0, 0, 0, 0, -1, -1, -1, 0),
(769, 11, 3, 'Cờ xanh biển', 'Vật phẩm bang hội', 1032, 3, 0, 0, 0, 0, -1, -1, -1, 0),
(770, 11, 3, 'Cờ hồng', 'Vật phẩm bang hội', 1028, 4, 0, 0, 0, 0, -1, -1, -1, 0),
(771, 11, 3, 'Cờ cam', 'Vật phẩm bang hội', 1029, 5, 0, 0, 0, 0, -1, -1, -1, 0),
(772, 11, 3, 'Cờ vàng', 'Vật phẩm bang hội', 1031, 6, 0, 0, 0, 0, -1, -1, -1, 0),
(773, 11, 3, 'Cờ tím', 'Vật phẩm bang hội', 1030, 7, 0, 0, 0, 0, -1, -1, -1, 0),
(774, 11, 3, 'Cờ xanh dạ', 'Vật phẩm bang hội', 1025, 8, 0, 0, 0, 0, -1, -1, -1, 0),
(775, 11, 3, 'Cờ đỏ', 'Vật phẩm bang hội', 1034, 9, 0, 0, 0, 0, -1, -1, -1, 0),
